id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,index_12_head,index_23_head,index_3c_head,index_4c_head,index_5c_head,feedback_head,lfo_rate_head,lfo_depth_cents_head,key_scaling_head,env_mod_attack_head,env_mod_decay_head,env_mod_sustain_head,env_mod_release_head,env_car_attack_head,env_car_decay_head,env_car_sustain_head,env_car_release_head,ratio_log2_head,freq_log2_head,detune_carrier_head
2806,series3_parallel2,112.326,0.3333,5.7834,3.4588,3.1834,0.9654,3.1887,-8.2503,0.1704,6.5578,21.678,0.0548,0.002,0.0788,0.5132,0.0421,0.0023,0.2945,0.8514,0.5905,3,5.7834,3.4588,3.1834,0.9654,3.1887,0.1704,6.5578,21.678,0.0548,-8.965784,-3.6656606,0.5132,-4.570036,-8.764151,-1.7636606,0.8514,-0.75999105,-1.5851068,6.811548,-8.2503
3458,series3_parallel2,305.4608,0.2,1.3807,1.5618,2.8201,3.2561,3.0183,-5.0254,0.4229,1.6217,21.3601,0.1565,0.0028,0.5279,0.636,0.1831,0.0022,0.1645,0.1399,0.0444,3,1.3807,1.5618,2.8201,3.2561,3.0183,0.4229,1.6217,21.3601,0.1565,-8.480357,-0.92166346,0.636,-2.4492962,-8.82828,-2.6038406,0.1399,-4.4932966,-2.321928,8.254844,-5.0254
438,series3_parallel2,95.5393,2.0,0.2291,2.1954,3.3707,3.9885,1.1301,4.6766,0.0179,1.7428,2.4839,0.2943,0.026,0.0938,0.8497,0.4351,0.0012,0.057,0.3392,0.0338,3,0.2291,2.1954,3.3707,3.9885,1.1301,0.0179,1.7428,2.4839,0.2943,-5.2653446,-3.4142683,0.8497,-1.2005811,-9.70275,-4.132894,0.3392,-4.886833,1.0,6.5780225,4.6766
1054,parallel5,107.4251,1.5,1.9793,5.5483,1.185,5.8241,5.4824,5.8462,0.4018,0.0348,13.4336,0.4864,0.0203,0.0429,0.5587,0.4288,0.0077,0.0443,0.7158,0.2104,0,1.9793,5.5483,1.185,5.8241,5.4824,0.4018,0.0348,13.4336,0.4864,-5.6223764,-4.5428786,0.5587,-1.2216233,-7.020926,-4.4965496,0.7158,-2.2487934,0.5849625,6.747187,5.8462
3310,series2x2_parallel1,569.4522,3.0,0.1635,1.7724,2.0345,1.324,1.5747,-7.2878,0.4398,7.6413,9.7096,0.7038,0.0074,0.04,0.5879,0.0463,0.0737,0.3183,0.5991,0.1261,1,0.1635,1.7724,2.0345,1.324,1.5747,0.4398,7.6413,9.7096,0.7038,-7.078259,-4.643856,0.5879,-4.432844,-3.7621915,-1.6515409,0.5991,-2.9873598,1.5849625,9.153431,-7.2878
3948,series2x2_parallel1,663.8486,4.0,3.1523,1.2338,0.5642,2.6615,1.7639,-7.1506,0.1572,3.332,3.308,0.5186,0.0192,0.0407,0.3871,0.0234,0.0227,0.1111,0.364,0.4428,1,3.1523,1.2338,0.5642,2.6615,1.7639,0.1572,3.332,3.308,0.5186,-5.7027497,-4.6188273,0.3871,-5.417348,-5.461164,-3.1700692,0.364,-1.175273,2.0,9.37471,-7.1506
2562,series3,197.4564,0.25,2.6948,3.8734,4.6978,3.2658,4.9523,-10.1563,0.2365,6.9542,12.3119,0.0207,0.0218,0.089,0.7437,0.1212,0.0022,0.3575,0.8398,0.0348,2,2.6948,3.8734,4.6978,3.2658,4.9523,0.2365,6.9542,12.3119,0.0207,-5.519528,-3.4900508,0.7437,-3.0445383,-8.82828,-1.483985,0.8398,-4.844769,-2.0,7.6253905,-10.1563
2203,series3_parallel2,98.7427,3.0,2.5395,3.2684,0.4364,2.3142,2.5838,6.5022,0.0504,2.5921,3.469,0.6075,0.0097,0.117,0.3117,0.0204,0.0025,0.3543,0.8063,0.0646,3,2.5395,3.2684,0.4364,2.3142,2.5838,0.0504,2.5921,3.469,0.6075,-6.6877995,-3.0954196,0.3117,-5.615287,-8.643856,-1.4969567,0.8063,-3.952322,1.5849625,6.6256022,6.5022
1115,series2x2_parallel1,143.0473,3.0,3.8456,0.9395,0.5976,1.2703,2.4241,-3.6217,0.2957,3.4834,1.8658,0.6953,0.0064,0.0527,0.2377,0.0286,0.005,0.1048,0.2127,0.5105,1,3.8456,0.9395,0.5976,1.2703,2.4241,0.2957,3.4834,1.8658,0.6953,-7.2877126,-4.246053,0.2377,-5.127841,-7.643856,-3.2542894,0.2127,-0.9700171,1.5849625,7.1603484,-3.6217
3860,series2x2_parallel1,195.6748,1.0,2.2845,2.5402,0.8419,0.2728,4.5695,8.3536,0.3806,7.4549,15.1049,0.2238,0.0394,0.2443,0.72,0.0637,0.0306,0.287,0.8329,0.1042,1,2.2845,2.5402,0.8419,0.2728,4.5695,0.3806,7.4549,15.1049,0.2238,-4.6656604,-2.0332742,0.72,-3.9725628,-5.0303245,-1.8008773,0.8329,-3.2625728,0.0,7.612314,8.3536
1937,series3_parallel2,135.8034,1.0,2.68,1.7734,3.9341,1.6396,0.9899,-11.7584,0.4499,5.7152,16.3906,0.2383,0.0106,0.1183,0.4537,0.0316,0.0561,0.4503,0.4295,0.1504,3,2.68,1.7734,3.9341,1.6396,0.9899,0.4499,5.7152,16.3906,0.2383,-6.559792,-3.079478,0.4537,-4.9839315,-4.1558557,-1.1510416,0.4295,-2.7331235,0.0,7.085376,-11.7584
1525,series3_parallel2,142.7927,4.0,2.2459,4.9172,3.1677,4.3093,0.6023,-8.7514,0.4346,0.5845,1.4499,0.1835,0.0027,0.1817,0.6208,0.0489,0.0022,0.1843,0.902,0.4315,3,2.2459,4.9172,3.1677,4.3093,0.6023,0.4346,0.5845,1.4499,0.1835,-8.5328245,-2.4603696,0.6208,-4.3540215,-8.82828,-2.439872,0.902,-1.2125676,2.0,7.1577783,-8.7514
2265,series3_parallel2,140.6329,4.0,1.0219,1.1524,3.908,2.2262,3.4903,-1.3741,0.3779,6.117,14.2052,0.1734,0.0037,0.1083,0.6674,0.0869,0.0051,0.589,0.9253,0.7218,3,1.0219,1.1524,3.908,2.2262,3.4903,0.3779,6.117,14.2052,0.1734,-8.078259,-3.2068949,0.6674,-3.5245,-7.615287,-0.7636605,0.9253,-0.4703289,2.0,7.1357903,-1.3741
2727,series3_parallel2,352.3175,0.25,0.648,4.6697,0.3305,2.735,3.376,-11.1782,0.306,8.5734,13.0512,0.2723,0.0443,0.4877,0.5486,0.0256,0.001,0.1318,0.265,0.1526,3,0.648,4.6697,0.3305,2.735,3.376,0.306,8.5734,13.0512,0.2723,-4.4965496,-1.0359342,0.5486,-5.2877126,-9.965784,-2.9235778,0.265,-2.712173,-2.0,8.460732,-11.1782
925,series3,236.4525,0.3333,0.1834,4.1617,0.3022,3.9326,1.7255,0.9413,0.1895,0.695,8.5765,0.3832,0.0033,0.055,0.7195,0.2923,0.0085,0.1827,0.7808,0.3281,2,0.1834,4.1617,0.3022,3.9326,1.7255,0.1895,0.695,8.5765,0.3832,-8.243319,-4.1844244,0.7195,-1.7744783,-6.878321,-2.4524515,0.7808,-1.6077925,-1.5851068,7.8854065,0.9413
826,parallel5,698.7748,0.3333,3.8868,5.2844,2.6511,3.4186,1.5102,-0.7169,0.031,8.317,9.6056,0.5047,0.0431,0.1193,0.7616,0.0201,0.0252,0.1434,0.6108,0.0797,0,3.8868,5.2844,2.6511,3.4186,1.5102,0.031,8.317,9.6056,0.5047,-4.5361686,-3.067334,0.7616,-5.6366606,-5.3104324,-2.801883,0.6108,-3.6492765,-1.5851068,9.448684,-0.7169
1911,parallel5,107.4537,3.0,2.6237,1.4274,3.8964,5.7612,1.6751,8.0622,0.4144,3.4878,14.1035,0.6219,0.0103,0.1331,0.4338,0.6345,0.0054,0.0503,0.7644,0.224,0,2.6237,1.4274,3.8964,5.7612,1.6751,0.4144,3.4878,14.1035,0.6219,-6.601212,-2.9094174,0.4338,-0.6563079,-7.532825,-4.3132977,0.7644,-2.1584294,1.5849625,6.7475715,8.0622
1547,parallel5,174.6594,4.0,1.6376,0.6777,2.6691,1.6111,1.1089,7.4244,0.2661,6.111,10.9339,0.6656,0.0037,0.2273,0.3875,0.1297,0.0014,0.3486,0.7778,0.0724,0,1.6376,0.6777,2.6691,1.6111,1.1089,0.2661,6.111,10.9339,0.6656,-8.078259,-2.1373303,0.3875,-2.9467494,-9.480357,-1.5203556,0.7778,-3.7878664,2.0,7.4484005,7.4244
733,parallel5,285.2102,2.0,2.6164,2.6816,1.3514,2.1932,1.1543,10.446,0.3097,4.4159,15.935,0.5603,0.0044,0.0972,0.4968,0.1856,0.0036,0.1644,0.6985,0.1255,0,2.6164,2.6816,1.3514,2.1932,1.1543,0.3097,4.4159,15.935,0.5603,-7.828281,-3.3628998,0.4968,-2.4297314,-8.117787,-2.6047177,0.6985,-2.9942408,1.0,8.155882,10.446
1303,parallel5,265.8692,1.5,4.0093,3.5957,1.7107,0.3176,3.7143,1.7903,0.0865,3.3641,5.7316,0.571,0.0045,0.1187,0.5046,0.0417,0.0358,0.2177,0.3964,0.4606,0,4.0093,3.5957,1.7107,0.3176,3.7143,0.0865,3.3641,5.7316,0.571,-7.7958593,-3.074608,0.5046,-4.583809,-4.8038964,-2.1995866,0.3964,-1.1184137,0.5849625,8.054573,1.7903
3751,parallel5,558.9773,0.1667,0.7223,2.7716,2.0246,4.083,3.5964,0.3608,0.1045,8.8811,15.3817,0.4681,0.0293,0.1846,0.2952,0.3765,0.0027,0.0641,0.441,0.0321,0,0.7223,2.7716,2.0246,4.083,3.5964,0.1045,8.8811,15.3817,0.4681,-5.0929556,-2.4375255,0.2952,-1.4092782,-8.5328245,-3.963532,0.441,-4.9612827,-2.584674,9.126646,0.3608
1589,series3,240.5245,1.0,1.9675,2.2212,1.7834,0.8903,3.8552,4.4408,0.0285,7.4953,5.772,0.4346,0.0269,0.189,0.8594,0.0679,0.0011,0.0898,0.2733,0.3473,2,1.9675,2.2212,1.7834,0.8903,3.8552,0.0285,7.4953,5.772,0.4346,-5.21625,-2.4035418,0.8594,-3.8804445,-9.82828,-3.4771407,0.2733,-1.5257457,0.0,7.91004,4.4408
3766,parallel5,338.9351,0.2,3.3348,1.0574,1.373,2.0331,0.2706,10.8989,0.0073,3.7424,8.4453,0.1615,0.002,0.3488,0.5678,0.114,0.042,0.1736,0.9124,0.3557,0,3.3348,1.0574,1.373,2.0331,0.2706,0.0073,3.7424,8.4453,0.1615,-8.965784,-1.519528,0.5678,-3.1328943,-4.573467,-2.5261612,0.9124,-1.4912672,-2.321928,8.404865,10.8989
814,parallel5,405.1726,0.1667,2.9198,0.3688,1.5925,2.5129,0.6116,9.2514,0.1716,7.6756,17.3947,0.0349,0.0635,0.1237,0.5976,0.2442,0.0544,0.3539,0.4131,0.0564,0,2.9198,0.3688,1.5925,2.5129,0.6116,0.1716,7.6756,17.3947,0.0349,-3.9770997,-3.0150826,0.5976,-2.033865,-4.2002497,-1.4985864,0.4131,-4.148161,-2.584674,8.662393,9.2514
56,series3_parallel2,849.0306,4.0,0.6957,1.6831,2.5056,3.2367,2.7752,-2.5959,0.0627,2.2426,5.0301,0.1676,0.0031,0.0475,0.4709,0.0376,0.0678,0.233,0.3479,0.5651,3,0.6957,1.6831,2.5056,3.2367,2.7752,0.0627,2.2426,5.0301,0.1676,-8.333516,-4.395929,0.4709,-4.733124,-3.882571,-2.1015983,0.3479,-0.8234219,2.0,9.729672,-2.5959
3575,series3,185.2809,0.125,1.191,0.7924,4.108,5.2744,2.2895,10.4898,0.4391,0.5616,12.0133,0.7411,0.004,0.3355,0.7708,0.1297,0.0083,0.0508,0.5432,0.0334,2,1.191,0.7924,4.108,5.2744,2.2895,0.4391,0.5616,12.0133,0.7411,-7.965784,-1.5756153,0.7708,-2.9467494,-6.912673,-4.299028,0.5432,-4.904008,-3.0,7.5335703,10.4898
167,parallel5,131.1445,0.5,0.3596,0.5316,0.4299,2.8395,1.0674,-0.0505,0.1423,7.4458,18.0479,0.4253,0.0121,0.4604,0.5956,0.0513,0.0476,0.1259,0.3208,0.0729,0,0.3596,0.5316,0.4299,2.8395,1.0674,0.1423,7.4458,18.0479,0.4253,-6.3688493,-1.1190403,0.5956,-4.2848973,-4.3928947,-2.9896498,0.3208,-3.7779374,-1.0,7.0350137,-0.0505
2409,series3_parallel2,155.3151,0.125,1.7423,5.3987,1.5179,2.0938,0.9344,-1.8554,0.0491,5.3477,21.2369,0.6007,0.0198,0.4271,0.3779,0.0341,0.0017,0.3834,0.9244,0.6516,3,1.7423,5.3987,1.5179,2.0938,0.9344,0.0491,5.3477,21.2369,0.6007,-5.6583557,-1.2273542,0.3779,-4.8740845,-9.20025,-1.3830777,0.9244,-0.61794144,-3.0,7.279054,-1.8554
911,series3_parallel2,101.371,1.5,3.0911,2.7322,1.4898,0.2235,1.0776,-1.4048,0.3579,7.3497,1.0865,0.2443,0.0573,0.1293,0.5379,0.04,0.0015,0.2121,0.8191,0.1302,3,3.0911,2.7322,1.4898,0.2235,1.0776,0.3579,7.3497,1.0865,0.2443,-4.125321,-2.9512057,0.5379,-4.643856,-9.380822,-2.2371836,0.8191,-2.9411986,0.5849625,6.6635013,-1.4048
4047,parallel5,379.5393,0.5,2.135,4.4022,2.05,1.128,1.8757,-9.4558,0.2751,4.558,19.9868,0.2212,0.0071,0.0741,0.2367,0.6386,0.0511,0.42,0.3811,0.3683,0,2.135,4.4022,2.05,1.128,1.8757,0.2751,4.558,19.9868,0.2212,-7.137965,-3.7543826,0.2367,-0.6470156,-4.290533,-1.2515389,0.3811,-1.4410467,-1.0,8.568106,-9.4558
3994,series3,586.6193,3.0,1.2166,2.2862,3.3318,3.7386,0.587,9.7632,0.0142,3.0809,0.5909,0.5353,0.0067,0.361,0.2439,0.2575,0.0916,0.2705,0.5894,0.0627,2,1.2166,2.2862,3.3318,3.7386,0.587,0.0142,3.0809,0.5909,0.5353,-7.2216234,-1.4699292,0.2439,-1.9573557,-3.4485085,-1.8862995,0.5894,-3.9953907,1.5849625,9.1962805,9.7632
1208,parallel5,75.3692,2.0,1.3388,0.1877,5.5869,1.6617,3.7076,-6.3571,0.1379,8.0903,8.364,0.3472,0.0137,0.0415,0.5384,0.1527,0.0354,0.0858,0.2057,0.141,0,1.3388,0.1877,5.5869,1.6617,3.7076,0.1379,8.0903,8.364,0.3472,-6.18968,-4.590745,0.5384,-2.711228,-4.820107,-3.5428786,0.2057,-2.826233,1.0,6.2359033,-6.3571
197,series2x2_parallel1,235.9914,0.1667,1.6419,4.8876,4.1766,3.2182,1.2732,-9.466,0.3837,5.7401,10.0784,0.3477,0.0048,0.407,0.4418,0.0882,0.0017,0.0733,0.8422,0.0349,1,1.6419,4.8876,4.1766,3.2182,1.2732,0.3837,5.7401,10.0784,0.3477,-7.7027497,-1.2968993,0.4418,-3.5030775,-9.20025,-3.7700431,0.8422,-4.840629,-2.584674,7.8825903,-9.466
2082,series3,633.6205,0.25,0.3766,2.4439,0.7878,1.4692,1.6143,2.7882,0.2035,2.2935,17.1683,0.3422,0.0238,0.4267,0.6174,0.6302,0.003,0.1434,0.8471,0.2952,2,0.3766,2.4439,0.7878,1.4692,1.6143,0.2035,2.2935,17.1683,0.3422,-5.3928947,-1.228706,0.6174,-0.66611826,-8.380822,-2.801883,0.8471,-1.7602354,-2.0,9.307475,2.7882
1964,series3,243.0547,0.125,0.911,1.1585,0.901,3.6423,0.2832,-9.5171,0.0536,2.1671,9.2382,0.2531,0.0031,0.0387,0.7727,0.2891,0.0025,0.2401,0.6102,0.0317,2,0.911,1.1585,0.901,3.6423,0.2832,0.0536,2.1671,9.2382,0.2531,-8.333516,-4.6915226,0.7727,-1.7903595,-8.643856,-2.0582926,0.6102,-4.9793735,-3.0,7.925137,-9.5171
2789,series3,269.7801,3.0,1.6373,1.0536,1.7262,2.7889,0.1893,-11.7201,0.1269,8.992,2.1402,0.6443,0.0052,0.0358,0.3765,0.1102,0.0024,0.1102,0.3215,0.1625,2,1.6373,1.0536,1.7262,2.7889,0.1893,0.1269,8.992,2.1402,0.6443,-7.5872726,-4.8038964,0.3765,-3.181804,-8.70275,-3.181804,0.3215,-2.6214883,1.5849625,8.07564,-11.7201
3679,series3_parallel2,110.8815,0.3333,2.6211,0.28,2.8684,2.0136,3.1438,-1.762,0.1572,2.9072,5.57,0.3907,0.0042,0.0413,0.2118,0.0987,0.0123,0.0471,0.9146,0.1805,3,2.6211,0.28,2.8684,2.0136,3.1438,0.1572,2.9072,5.57,0.3907,-7.895395,-4.5977144,0.2118,-3.340806,-6.3451977,-4.408129,0.9146,-2.4699292,-1.5851068,6.792875,-1.762
848,series2x2_parallel1,580.0372,0.125,5.2906,2.0594,0.8989,0.709,1.6348,-3.3588,0.048,3.3149,10.4207,0.4907,0.0155,0.1065,0.6619,0.0849,0.0039,0.2203,0.2971,0.4298,1,5.2906,2.0594,0.8989,0.709,1.6348,0.048,3.3149,10.4207,0.4907,-6.011588,-3.2310746,0.6619,-3.5580916,-8.00231,-2.1824586,0.2971,-1.2182626,-3.0,9.180001,-3.3588
601,parallel5,65.4506,0.5,1.384,0.8323,3.1384,1.457,0.6048,2.7418,0.369,5.4769,8.4461,0.6967,0.0083,0.1754,0.4043,0.0239,0.0032,0.0479,0.5566,0.0319,0,1.384,0.8323,3.1384,1.457,0.6048,0.369,5.4769,8.4461,0.6967,-6.912673,-2.5112793,0.4043,-5.3868456,-8.287712,-4.3838305,0.5566,-4.9702997,-1.0,6.0323343,2.7418
3102,parallel5,250.1372,2.0,0.7173,1.6783,2.4117,1.1386,1.6347,4.5427,0.1366,1.4378,13.1726,0.082,0.006,0.3265,0.2302,0.0243,0.0025,0.4292,0.4005,0.2339,0,0.7173,1.6783,2.4117,1.1386,1.6347,0.1366,1.4378,13.1726,0.082,-7.3808217,-1.6148452,0.2302,-5.3629,-8.643856,-1.220278,0.4005,-2.0960362,1.0,7.9665756,4.5427
2016,series3_parallel2,806.4758,0.1667,2.7172,1.8634,2.1577,0.2804,1.6696,-3.1914,0.013,0.3958,14.1386,0.3019,0.0094,0.0363,0.5102,0.4982,0.0371,0.1683,0.3577,0.0879,3,2.7172,1.8634,2.1577,0.2804,1.6696,0.013,0.3958,14.1386,0.3019,-6.733124,-4.7838864,0.5102,-1.0052031,-4.752437,-2.5708928,0.3577,-3.507993,-2.584674,9.655487,-3.1914
594,parallel5,639.4703,0.6667,1.3191,3.6793,5.3059,3.8348,4.4481,11.8903,0.3492,2.297,10.008,0.6292,0.0187,0.0533,0.4741,0.0418,0.0027,0.2632,0.7598,0.5624,0,1.3191,3.6793,5.3059,3.8348,4.4481,0.3492,2.297,10.008,0.6292,-5.740818,-4.2297206,0.4741,-4.5803533,-8.5328245,-1.9257685,0.7598,-0.83033156,-0.58489037,9.320733,11.8903
640,series2x2_parallel1,256.6091,1.5,0.7416,3.8248,1.0692,0.8945,3.2617,3.3619,0.1894,3.0941,21.8002,0.4081,0.0076,0.1954,0.7601,0.5638,0.002,0.0992,0.5499,0.2967,1,0.7416,3.8248,1.0692,0.8945,3.2617,0.1894,3.0941,21.8002,0.4081,-7.039785,-2.3554976,0.7601,-0.8267447,-8.965784,-3.3335161,0.5499,-1.7529231,0.5849625,8.003428,3.3619
3457,series3,111.2034,0.125,3.7865,0.7112,4.4297,2.1789,3.5344,-6.8042,0.0141,6.4877,18.2965,0.3837,0.0377,0.5254,0.6201,0.3233,0.0072,0.0647,0.6364,0.1101,2,3.7865,0.7112,4.4297,2.1789,3.5344,0.0141,6.4877,18.2965,0.3837,-4.7292914,-0.9285119,0.6201,-1.6290545,-7.1177874,-3.9500904,0.6364,-3.1831136,-3.0,6.797057,-6.8042
2376,series3,107.2622,0.125,0.7714,1.4302,3.404,1.4823,1.8967,7.9525,0.1978,3.3222,1.3072,0.0454,0.0022,0.3891,0.2954,0.1825,0.0036,0.207,0.5955,0.2042,2,0.7714,1.4302,3.404,1.4823,1.8967,0.1978,3.3222,1.3072,0.0454,-8.82828,-1.3617872,0.2954,-2.4540317,-8.117787,-2.2722974,0.5955,-2.2919452,-3.0,6.744998,7.9525
2458,series2x2_parallel1,374.6392,2.0,0.6035,4.5955,3.9029,3.4391,3.0852,4.988,0.1863,0.0292,7.9499,0.5671,0.0098,0.2415,0.3251,0.2358,0.0076,0.0975,0.3163,0.2018,1,0.6035,4.5955,3.9029,3.4391,3.0852,0.1863,0.0292,7.9499,0.5671,-6.6730027,-2.0499048,0.3251,-2.0843644,-7.039785,-3.358454,0.3163,-2.309002,1.0,8.549358,4.988
3893,series3,196.3789,0.5,1.7118,5.4595,4.1579,3.1026,2.6794,6.3736,0.1372,5.8084,10.7313,0.1439,0.0546,0.2281,0.6755,0.0305,0.0649,0.0454,0.5109,0.2399,2,1.7118,5.4595,4.1579,3.1026,2.6794,0.1372,5.8084,10.7313,0.1439,-4.1949553,-2.1322615,0.6755,-5.035047,-3.9456377,-4.461164,0.5109,-2.059495,-1.0,7.617496,6.3736
3511,series2x2_parallel1,106.2639,0.1667,3.4743,1.8087,0.2271,0.4683,5.6673,-2.5656,0.1414,3.2668,0.8646,0.0364,0.0056,0.1169,0.7213,0.021,0.0049,0.0919,0.3666,0.0855,1,3.4743,1.8087,0.2271,0.4683,5.6673,0.1414,3.2668,0.8646,0.0364,-7.4803576,-3.0966532,0.7213,-5.573467,-7.6730027,-3.4437914,0.3666,-3.5479317,-2.584674,6.731508,-2.5656
1777,parallel5,140.3008,0.2,2.0455,2.0383,5.502,2.9839,1.0608,1.5736,0.0186,1.5915,11.8726,0.0097,0.0089,0.3837,0.2873,0.062,0.0529,0.3516,0.2243,0.2073,0,2.0455,2.0383,5.502,2.9839,1.0608,0.0186,1.5915,11.8726,0.0097,-6.811979,-1.3819493,0.2873,-4.011588,-4.2405887,-1.5079931,0.2243,-2.270208,-2.321928,7.1323795,1.5736
872,series3_parallel2,322.5533,4.0,4.7681,2.4751,0.9207,3.7749,1.7257,-2.0087,0.2223,0.6654,11.7857,0.4162,0.0206,0.0585,0.3807,0.0832,0.0119,0.0513,0.9349,0.4594,3,4.7681,2.4751,0.9207,3.7749,1.7257,0.2223,0.6654,11.7857,0.4162,-5.601212,-4.0954194,0.3807,-3.5872726,-6.3928947,-4.2848973,0.9349,-1.1221772,2.0,8.333394,-2.0087
2338,series2x2_parallel1,234.7171,3.0,1.1091,5.1164,5.2482,0.2713,3.9071,-6.5334,0.1268,2.3334,11.3737,0.4245,0.0408,0.0532,0.7263,0.1633,0.0213,0.159,0.9208,0.4755,1,1.1091,5.1164,5.2482,0.2713,3.9071,0.1268,2.3334,11.3737,0.4245,-4.615287,-4.23243,0.7263,-2.6144032,-5.553003,-2.6529014,0.9208,-1.0724828,1.5849625,7.874779,-6.5334
675,parallel5,74.8321,0.3333,5.629,2.609,1.2058,0.467,0.5721,11.2309,0.2753,5.2523,16.1504,0.272,0.0113,0.309,0.5017,0.0766,0.1126,0.0549,0.5837,0.1136,0,5.629,2.609,1.2058,0.467,0.5721,0.2753,5.2523,16.1504,0.272,-6.4675336,-1.6943214,0.5017,-3.7065117,-3.1507213,-4.18705,0.5837,-3.1379652,-1.5851068,6.2255855,11.2309
1781,series2x2_parallel1,240.0017,1.0,0.7395,2.0203,0.9178,1.5862,0.6578,-0.3405,0.3414,7.3103,5.4384,0.7719,0.0285,0.2228,0.64,0.0566,0.018,0.0677,0.6879,0.1824,1,0.7395,2.0203,0.9178,1.5862,0.6578,0.3414,7.3103,5.4384,0.7719,-5.132894,-2.166179,0.64,-4.143054,-5.7958593,-3.8847003,0.6879,-2.4548223,0.0,7.906901,-0.3405
3312,parallel5,74.251,2.0,4.0566,1.3249,4.6179,3.3259,2.6348,-3.8509,0.3205,0.9625,3.4732,0.3893,0.0023,0.2314,0.2171,0.5727,0.0328,0.1127,0.9001,0.7517,0,4.0566,1.3249,4.6179,3.3259,2.6348,0.3205,0.9625,3.4732,0.3893,-8.764151,-2.1115391,0.2171,-0.80414844,-4.9301605,-3.1494405,0.9001,-0.41177112,1.0,6.2143383,-3.8509
681,parallel5,150.9131,0.5,2.7553,4.4823,2.1847,2.6131,0.46,-0.9866,0.0335,2.8281,0.1483,0.0862,0.004,0.2894,0.1818,0.055,0.0043,0.1775,0.2639,0.0972,0,2.7553,4.4823,2.1847,2.6131,0.46,0.0335,2.8281,0.1483,0.0862,-7.965784,-1.7888632,0.1818,-4.1844244,-7.861448,-2.4941092,0.2639,-3.3628998,-1.0,7.237574,-0.9866
428,series3_parallel2,80.2104,0.6667,2.4551,1.4532,3.0749,3.2049,0.9064,-10.3091,0.0476,6.5592,8.9318,0.0023,0.002,0.5318,0.4134,0.104,0.0101,0.1183,0.2657,0.0748,3,2.4551,1.4532,3.0749,3.2049,0.9064,0.0476,6.5592,8.9318,0.0023,-8.965784,-0.9110444,0.4134,-3.2653446,-6.629501,-3.079478,0.2657,-3.740818,-0.58489037,6.3257174,-10.3091
2095,series2x2_parallel1,220.5145,2.0,1.9449,3.3018,3.6633,0.7288,1.2357,2.3979,0.2933,2.6137,18.2532,0.3953,0.0034,0.0305,0.8098,0.0965,0.0668,0.1608,0.4644,0.1873,1,1.9449,3.3018,3.6633,0.7288,1.2357,0.2933,2.6137,18.2532,0.3953,-8.20025,-5.035047,0.8098,-3.3733273,-3.9040082,-2.6366608,0.4644,-2.4165773,1.0,7.7847295,2.3979
1039,parallel5,182.5692,1.0,1.6283,2.5955,0.9828,3.2076,0.1545,6.8161,0.3322,1.8494,9.5648,0.7512,0.0051,0.0565,0.715,0.5928,0.0331,0.0637,0.2801,0.2095,0,1.6283,2.5955,0.9828,3.2076,0.1545,0.3322,1.8494,9.5648,0.7512,-7.615287,-4.1456056,0.715,-0.7543826,-4.917025,-3.9725628,0.2801,-2.254978,0.0,7.5122995,6.8161
3130,series2x2_parallel1,238.869,2.0,1.2174,0.2703,1.0077,3.3774,0.3773,0.2473,0.1679,7.5558,18.114,0.596,0.0064,0.0931,0.4889,0.5855,0.013,0.0565,0.2039,0.0818,1,1.2174,0.2703,1.0077,3.3774,0.3773,0.1679,7.5558,18.114,0.596,-7.2877126,-3.425075,0.4889,-0.77225894,-6.2653446,-4.1456056,0.2039,-3.6117554,1.0,7.900076,0.2473
3062,series2x2_parallel1,146.6457,1.0,1.4748,3.4756,4.5969,3.443,0.8776,-4.3286,0.1191,3.1714,14.8463,0.1748,0.011,0.0348,0.5213,0.122,0.005,0.1054,0.8582,0.5603,1,1.4748,3.4756,4.5969,3.443,0.8776,0.1191,3.1714,14.8463,0.1748,-6.506353,-4.844769,0.5213,-3.0350468,-7.643856,-3.2460532,0.8582,-0.83572865,0.0,7.196191,-4.3286
2080,series3,259.9515,1.5,0.2284,5.7055,0.6572,1.6147,2.8658,-6.3407,0.3368,2.0915,6.1614,0.6496,0.0479,0.0906,0.3736,0.1106,0.0541,0.1516,0.7383,0.5621,2,0.2284,5.7055,0.6572,1.6147,2.8658,0.3368,2.0915,6.1614,0.6496,-4.3838305,-3.4643452,0.3736,-3.1765766,-4.2082276,-2.7216582,0.7383,-0.8311013,0.5849625,8.022099,-6.3407
226,series3,732.8942,0.2,1.1818,2.4797,2.959,1.4201,4.0812,-11.3636,0.2115,0.9917,17.1458,0.7655,0.0414,0.3691,0.6357,0.2104,0.0656,0.0972,0.4718,0.1159,2,1.1818,2.4797,2.959,1.4201,4.0812,0.2115,0.9917,17.1458,0.7655,-4.5942254,-1.4379163,0.6357,-2.2487934,-3.9301603,-3.3628998,0.4718,-3.1090474,-2.321928,9.517461,-11.3636
