id,algorithm,algorithm_family,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head
1211,series2x2_parallel1,parallel,491.8436,0.25,1.7282,1.6832,5.9711,3.6733,5.869,0.7778,0.08,3.9451,5.2855,0.0207,0.0297,0.1788,0.519,0.0546,0.0021,0.0423,0.2321,0.0817,1,-2.0,8.942056
1112,series3_parallel2,series,65.9768,0.6667,0.6276,0.5995,1.6419,3.0276,0.7921,-0.1773,0.0524,0.9562,3.9398,0.2379,0.0023,0.0901,0.0657,0.0156,0.0224,0.0712,0.8004,0.0812,3,-0.58489037,6.0438867
2041,parallel5,parallel,111.9695,1.5,1.2784,5.2776,0.9842,3.4456,1.5358,-0.0846,0.1564,3.6968,3.8501,0.062,0.0075,0.027,0.1883,0.042,0.005,0.1088,0.3201,0.1772,0,0.5849625,6.806962
459,series3_parallel2,series,187.4201,0.25,1.7672,1.9074,4.2112,3.5558,2.6791,-1.675,0.0771,0.0434,6.0094,0.2243,0.0243,0.1226,0.6551,0.1307,0.122,0.0716,0.9592,0.1269,3,-2.0,7.550132
2239,parallel5,parallel,126.9705,0.3333,1.5599,0.9513,0.5984,0.191,0.8155,0.5693,0.0326,1.0245,6.7825,0.2013,0.0059,0.0948,0.6723,0.0778,0.0043,0.061,0.0402,0.0251,0,-1.5851068,6.9883494
600,series3,series,216.6884,1.0,1.3076,2.3867,3.0629,1.2146,1.7848,2.6023,0.0559,0.3249,3.3575,0.1663,0.0132,0.1126,0.6632,0.0854,0.0069,0.0452,0.4973,0.0823,2,0.0,7.759478
3295,series2x2_parallel1,parallel,97.4637,0.5,2.5211,1.6614,1.4654,2.5713,3.4268,1.7874,0.1573,3.9015,6.8395,0.0076,0.0015,0.0466,0.1705,0.1483,0.0383,0.1194,0.9494,0.3781,1,-1.0,6.606793
3199,parallel5,parallel,165.0103,0.25,2.8242,3.755,5.7215,0.5189,2.8202,2.9423,0.0645,1.8139,2.9974,0.0093,0.0021,0.0743,0.2185,0.0917,0.0113,0.0999,0.2775,0.0795,0,-2.0,7.366412
1856,parallel5,parallel,188.8917,1.5,0.8711,1.2988,1.6989,0.1746,3.2907,0.7042,0.1503,1.8338,4.8563,0.1885,0.0018,0.0597,0.2606,0.0309,0.0076,0.1554,0.3712,0.0375,0,0.5849625,7.5614157
4062,parallel5,parallel,625.084,0.5,0.4294,2.0163,1.3912,1.4011,1.35,-2.8142,0.0455,0.9856,1.7717,0.0944,0.005,0.0537,0.2064,0.022,0.0028,0.1337,0.4775,0.1528,0,-1.0,9.287907
2795,series3,series,544.0774,3.0,0.3963,3.3179,3.6383,2.8348,2.8545,-1.2732,0.147,1.5249,1.1082,0.1024,0.0526,0.1286,0.4772,0.1177,0.008,0.0576,0.287,0.1439,2,1.5849625,9.087668
2086,series3_parallel2,series,88.2046,1.5,3.5591,4.157,3.4338,2.1293,3.0213,2.2038,0.1374,0.5697,1.9411,0.0271,0.0028,0.0692,0.2763,0.0245,0.1009,0.1978,0.9093,0.4945,3,0.5849625,6.462782
1011,series3,series,232.7699,0.6667,1.8062,0.4358,1.0278,3.9874,5.3207,-1.3905,0.0209,1.9755,0.7142,0.1125,0.005,0.0458,0.1285,0.0697,0.002,0.1282,0.3001,0.0263,2,-0.58489037,7.8627605
1456,series3_parallel2,series,593.0361,0.5,4.8389,5.8995,3.6207,0.498,4.6,2.3562,0.0261,2.2432,2.3855,0.18,0.0037,0.0694,0.0792,0.0179,0.0084,0.0934,0.3052,0.0693,3,-1.0,9.211976
1035,series3,series,493.8743,0.125,0.7761,0.256,1.1059,1.6408,0.8153,-1.3103,0.0714,3.7673,1.0584,0.1833,0.0026,0.1217,0.3368,0.1356,0.0982,0.21,0.8763,0.1874,2,-3.0,8.948
103,series2x2_parallel1,parallel,403.0611,0.6667,5.1408,3.7517,0.2738,1.1511,4.4102,2.5093,0.1251,1.4094,4.7474,0.1449,0.0025,0.1134,0.1745,0.0563,0.0042,0.2255,0.7299,0.1832,1,-0.58489037,8.654855
435,series2x2_parallel1,parallel,270.8339,1.5,0.1955,0.2853,2.6023,1.8005,1.3865,-0.5238,0.0452,2.4739,6.0651,0.0654,0.0015,0.0402,0.2761,0.1444,0.0105,0.0954,0.3122,0.0271,1,0.5849625,8.0812645
3123,series3_parallel2,series,177.6312,0.5,0.5997,3.8809,1.4971,3.9965,1.9779,-0.6067,0.0008,3.9415,2.483,0.1259,0.0062,0.1399,0.3402,0.0822,0.0018,0.1883,0.2143,0.0337,3,-1.0,7.472741
3570,series3,series,340.7682,0.6667,0.6835,1.338,0.9365,0.7749,1.3633,-0.2399,0.1021,1.8828,2.3352,0.1125,0.0025,0.0631,0.0645,0.0162,0.0017,0.044,0.2769,0.1215,2,-0.58489037,8.412647
2675,series3,series,235.4817,0.1667,1.0193,0.166,2.053,1.3714,0.6018,1.865,0.0011,3.5711,6.9943,0.0415,0.0225,0.1643,0.6721,0.0906,0.0131,0.1541,0.1303,0.0499,2,-2.584674,7.8794713
729,series3_parallel2,series,771.1523,4.0,1.4575,0.5922,2.8266,0.5631,2.91,0.2047,0.0121,3.88,4.2043,0.0657,0.0021,0.0823,0.1267,0.0188,0.0055,0.084,0.1075,0.1259,3,2.0,9.590872
4086,parallel5,parallel,493.7183,0.2,3.4842,1.1859,2.1416,0.4157,1.6944,2.0721,0.1322,0.839,2.9371,0.1602,0.0114,0.0607,0.2345,0.1117,0.0506,0.0656,0.8272,0.3807,0,-2.321928,8.947544
1541,parallel5,parallel,491.6484,3.0,1.0517,2.8661,1.9859,2.2794,2.6276,-1.4386,0.0444,1.1624,3.6881,0.0919,0.0048,0.0693,0.1807,0.0277,0.0077,0.0909,0.1548,0.0576,0,1.5849625,8.9414835
1445,parallel5,parallel,71.5494,1.0,4.7012,2.4307,0.5717,3.1825,1.1169,2.452,0.0773,0.8003,1.1612,0.1297,0.0654,0.132,0.7204,0.1675,0.0272,0.1088,0.4865,0.0555,0,0.0,6.1608677
946,series3,series,345.3469,0.125,3.1534,3.3089,3.9254,5.2115,0.3986,2.2056,0.0387,2.493,1.5383,0.0854,0.0053,0.0318,0.0515,0.0169,0.0116,0.0975,0.166,0.1121,2,-3.0,8.431903
2152,series3,series,99.2576,0.3333,1.1181,3.8441,0.892,2.0694,2.3253,-1.3074,0.0012,0.2848,4.6443,0.1483,0.0029,0.0357,0.1262,0.0158,0.0016,0.2193,0.3984,0.1017,2,-1.5851068,6.6331058
618,series3,series,326.2846,0.25,3.0834,1.0534,3.6753,2.2396,3.0497,-0.9984,0.081,3.5097,4.454,0.0389,0.0075,0.0554,0.0958,0.0229,0.0025,0.1121,0.1678,0.0236,2,-2.0,8.349987
20,series3_parallel2,series,258.0795,0.5,3.1387,2.7653,5.8833,3.9909,2.7986,2.7333,0.1555,2.3343,3.3241,0.1886,0.0027,0.1464,0.1173,0.0868,0.0144,0.1982,0.1974,0.0962,3,-1.0,8.011672
2221,series3,series,602.6896,0.5,0.6214,1.6126,4.9034,0.4217,3.7425,0.8682,0.114,0.247,2.5143,0.0471,0.0067,0.0547,0.2745,0.0202,0.0376,0.2494,0.6203,0.0625,2,-1.0,9.235271
434,series3,series,294.1215,0.2,0.3223,2.7843,4.909,2.2254,0.8557,-0.0458,0.0879,2.2718,2.887,0.1397,0.0061,0.0383,0.1274,0.0997,0.0031,0.0949,0.3388,0.0159,2,-2.321928,8.200269
2770,parallel5,parallel,826.7832,0.5,1.3306,1.79,1.0398,1.7834,3.9994,1.5959,0.1283,0.5608,6.5302,0.2178,0.0093,0.0942,0.4078,0.0832,0.0055,0.1641,0.5283,0.2659,0,-1.0,9.691365
2892,series3,series,76.8017,0.25,0.9708,2.2378,0.9933,0.8176,0.7937,2.3673,0.1738,3.3579,1.61,0.2475,0.0049,0.0714,0.1768,0.0205,0.0041,0.1328,0.8613,0.0448,2,-2.0,6.2630663
2948,parallel5,parallel,69.4383,4.0,3.7737,1.0003,2.6513,3.8827,5.627,1.1285,0.0044,0.3799,2.5668,0.0518,0.0129,0.2198,0.3452,0.1106,0.0313,0.1207,0.5103,0.4689,0,2.0,6.1176596
3386,series3,series,691.031,1.0,4.065,0.8155,3.4605,0.4252,1.6862,2.8568,0.1752,1.3162,3.8566,0.2172,0.0464,0.2174,0.857,0.1872,0.0201,0.2889,0.7583,0.2564,2,0.0,9.432607
1515,series2x2_parallel1,parallel,682.3036,0.6667,4.8872,4.9605,5.0856,2.9982,3.6129,-2.0577,0.0203,0.5271,5.0892,0.0811,0.0028,0.0471,0.2384,0.0202,0.0083,0.0724,0.1056,0.0565,1,-0.58489037,9.41427
3682,series3_parallel2,series,603.386,0.2,1.574,2.6234,0.2684,0.9271,2.0857,1.8866,0.0788,2.4142,4.7528,0.0159,0.1029,0.1026,0.5526,0.0999,0.1443,0.2893,0.8022,0.2066,3,-2.321928,9.2369375
2348,series3,series,303.7481,3.0,0.4689,1.0858,0.7074,0.6976,4.8769,-0.7209,0.0067,2.7383,6.5997,0.0355,0.0031,0.0534,0.226,0.1102,0.0043,0.0388,0.2529,0.0975,2,1.5849625,8.246732
2466,series3,series,106.1506,0.6667,0.7339,0.6874,4.3398,1.3123,1.311,-2.6306,0.0616,1.4842,1.3481,0.2408,0.0046,0.1997,0.674,0.1516,0.0041,0.1085,0.5737,0.0684,2,-0.58489037,6.7299685
1714,parallel5,parallel,554.424,4.0,0.3375,0.9492,1.1307,5.7448,1.2988,-0.3444,0.0274,0.5288,1.1368,0.2478,0.0058,0.0592,0.0503,0.0345,0.002,0.088,0.0492,0.0952,0,2.0,9.114846
2035,series2x2_parallel1,parallel,160.8115,4.0,3.0257,0.1533,0.1951,1.1306,3.0582,2.6836,0.0728,0.4038,5.7737,0.051,0.0035,0.0542,0.2611,0.0824,0.0092,0.0399,0.1789,0.0995,1,2.0,7.3292265
14,series3_parallel2,series,181.1439,0.25,2.2181,4.4497,4.1254,4.0917,3.0822,1.0912,0.0423,2.4937,4.3349,0.1958,0.1103,0.0708,0.8634,0.274,0.0358,0.2177,0.4487,0.2483,3,-2.0,7.5009923
306,series2x2_parallel1,parallel,826.233,1.5,0.6769,0.2189,2.9984,1.3279,0.3524,-2.8476,0.1095,1.5532,0.1544,0.115,0.0016,0.1429,0.2847,0.0498,0.0033,0.0671,0.2339,0.0585,1,0.5849625,9.690405
2549,parallel5,parallel,162.5676,0.2,1.7864,1.3839,1.3478,4.7732,1.0359,-1.5886,0.0746,0.7778,5.4548,0.0252,0.0182,0.1038,0.3621,0.1164,0.0053,0.1218,0.6058,0.1983,0,-2.321928,7.344896
2706,parallel5,parallel,746.2993,0.6667,0.6233,4.7674,0.7673,0.8687,5.0487,-2.4939,0.0049,3.2,1.7715,0.2065,0.0022,0.067,0.1973,0.0295,0.0073,0.064,0.2896,0.0897,0,-0.58489037,9.543611
2366,parallel5,parallel,380.4672,3.0,1.1402,0.5564,1.905,3.0005,1.1989,-2.2567,0.161,0.729,0.5251,0.1992,0.0068,0.0871,0.1302,0.0513,0.0018,0.0569,0.1993,0.027,0,1.5849625,8.571629
1617,series3_parallel2,series,394.9663,1.5,1.5688,2.5131,3.3294,1.2811,1.5787,1.881,0.1681,2.7013,4.7021,0.148,0.0081,0.0844,0.4433,0.0584,0.0821,0.1602,0.6032,0.0892,3,0.5849625,8.625586
1829,series3_parallel2,series,107.469,0.1667,1.2769,1.1208,4.0878,0.8557,1.2508,0.8949,0.106,2.0202,5.5003,0.1565,0.0019,0.1158,0.3377,0.0681,0.0025,0.0443,0.1924,0.1027,3,-2.584674,6.747777
3516,series3,series,134.3054,1.5,0.7087,5.7057,0.7113,3.0423,4.229,-1.3624,0.1492,3.156,6.7024,0.1159,0.0029,0.0691,0.2178,0.0837,0.0049,0.0753,0.1423,0.0307,2,0.5849625,7.0693736
3704,series3_parallel2,series,437.0855,1.0,0.5094,1.8453,0.209,3.9206,2.1311,-0.6058,0.0139,0.8712,5.8534,0.1056,0.0262,0.125,0.5321,0.2221,0.0049,0.1679,0.6828,0.1185,3,0.0,8.771771
2414,parallel5,parallel,505.8175,4.0,0.4764,1.5826,2.218,3.4719,2.5868,0.9632,0.1531,0.7451,5.5736,0.0997,0.0184,0.0935,0.7261,0.0998,0.0921,0.2523,0.9228,0.1809,0,2.0,8.982473
3792,series3,series,461.4029,3.0,1.9191,0.6401,0.7191,1.7952,0.2268,1.367,0.1153,0.6208,4.2714,0.1296,0.0117,0.1038,0.662,0.0978,0.0065,0.0906,0.1482,0.0348,2,1.5849625,8.849883
2822,series3,series,263.9673,1.5,0.8854,1.8231,2.8698,2.6657,2.4843,-1.7782,0.0737,2.6331,6.6746,0.1678,0.0069,0.0497,0.2322,0.1397,0.0069,0.178,0.2984,0.158,2,0.5849625,8.044215
2531,series3,series,125.6567,2.0,0.324,3.2874,1.2102,5.4426,4.8913,-1.484,0.1153,3.6002,2.4989,0.0627,0.0058,0.0537,0.1356,0.0492,0.0203,0.1773,0.4916,0.1044,2,1.0,6.973344
2575,parallel5,parallel,255.5467,3.0,3.6078,1.5146,4.6046,0.8239,5.3398,0.5435,0.006,1.3537,6.502,0.0031,0.0095,0.1759,0.1761,0.0669,0.0029,0.0989,0.1156,0.0522,0,1.5849625,7.997443
96,series3_parallel2,series,110.127,0.3333,3.7307,0.7674,3.6383,1.9713,2.5517,1.7281,0.0807,1.0295,5.6159,0.0454,0.0059,0.0509,0.317,0.0934,0.0028,0.09,0.2892,0.0442,3,-1.5851068,6.7830243
148,series3,series,874.9523,4.0,2.4091,1.103,3.8713,1.0793,2.8398,-1.55,0.0999,2.1597,7.6632,0.0081,0.0104,0.0592,0.1222,0.0414,0.0263,0.1773,0.3809,0.1481,2,2.0,9.773061
2790,parallel5,parallel,118.2409,4.0,2.788,5.3425,3.1794,0.3579,4.0706,-0.7832,0.0867,2.0699,4.8702,0.0651,0.0326,0.0769,0.6365,0.1106,0.0242,0.0811,0.6853,0.0767,0,2.0,6.8855853
1158,series3_parallel2,series,636.538,0.1667,2.0852,1.4784,3.5,0.7276,3.6718,-2.5376,0.0315,2.1087,0.3061,0.1035,0.0099,0.1465,0.5621,0.1915,0.0024,0.0611,0.1321,0.1154,3,-2.584674,9.314103
2399,series3_parallel2,series,277.6448,2.0,0.2506,3.7683,2.9801,3.1332,1.4039,0.6149,0.0389,2.254,5.4372,0.2455,0.002,0.0677,0.0546,0.0207,0.002,0.0312,0.2601,0.0359,3,1.0,8.117097
2451,series3,series,878.3825,3.0,4.9238,1.3983,1.9788,0.2307,0.7796,1.7453,0.0605,2.5582,6.0252,0.1611,0.0067,0.0473,0.1166,0.0925,0.0107,0.2258,0.5618,0.1512,2,1.5849625,9.778706
2385,parallel5,parallel,273.7786,2.0,1.2703,2.4241,1.2343,0.2899,2.5558,-1.8362,0.0148,0.4101,2.6796,0.0864,0.0064,0.0385,0.1534,0.0288,0.0023,0.0411,0.2815,0.1007,0,1.0,8.096866
987,series3,series,245.2409,1.5,2.6923,3.6022,0.4114,1.8638,1.4042,-0.2142,0.1345,0.9593,3.4092,0.2388,0.0348,0.0855,0.7361,0.0895,0.008,0.0358,0.1055,0.026,2,0.5849625,7.938056
665,series3,series,162.8516,0.125,1.0713,3.4978,2.3774,3.3984,2.4442,0.5671,0.1442,3.4201,7.7402,0.1106,0.0041,0.0846,0.2254,0.1353,0.0028,0.0536,0.2515,0.114,2,-3.0,7.347414
2965,series2x2_parallel1,parallel,136.7497,0.2,0.5903,0.7894,0.4536,1.9324,3.088,-0.0335,0.166,2.046,7.7662,0.2413,0.1154,0.1137,0.8444,0.1935,0.0773,0.121,0.931,0.3302,1,-2.321928,7.0953937
328,series3,series,84.4034,1.5,2.8107,4.2229,0.2585,1.6654,2.3218,-1.0202,0.0949,2.9478,3.587,0.0765,0.0037,0.035,0.1829,0.0636,0.0165,0.2154,0.8305,0.1136,2,0.5849625,6.399229
2155,parallel5,parallel,262.0104,2.0,1.4617,3.3477,4.127,2.6866,0.6482,1.6805,0.0331,2.815,3.3852,0.176,0.0017,0.0562,0.1446,0.0673,0.169,0.2461,0.4651,0.1714,0,1.0,8.033481
1407,series3,series,115.8214,0.1667,3.8694,2.1421,3.2037,0.5157,4.6584,0.366,0.0012,0.446,0.1456,0.0926,0.0045,0.094,0.1354,0.0314,0.0024,0.0546,0.2754,0.0224,2,-2.584674,6.855758
2222,parallel5,parallel,186.5009,0.125,0.8088,5.4295,3.4843,1.8339,0.9595,-1.9285,0.0965,0.462,6.1884,0.2466,0.0036,0.062,0.1275,0.0544,0.0026,0.1272,0.1754,0.2123,0,-3.0,7.543039
3747,series3_parallel2,series,235.8655,0.25,1.7847,4.8352,0.1692,2.8139,0.2319,2.6026,0.0436,3.5972,7.0162,0.1548,0.0024,0.1422,0.2848,0.047,0.0245,0.0792,0.5098,0.4725,3,-2.0,7.8818207
2673,parallel5,parallel,248.8812,0.5,1.6111,1.1089,3.2194,2.9928,2.1983,1.1769,0.0534,2.1484,0.6203,0.1941,0.0069,0.1721,0.6889,0.0427,0.0263,0.1012,0.7493,0.3907,0,-1.0,7.9593134
1061,series2x2_parallel1,parallel,553.706,0.6667,2.2243,4.5171,0.4162,0.6715,5.4864,0.3323,0.0658,1.913,0.2688,0.24,0.0021,0.0652,0.3061,0.0247,0.0029,0.0313,0.3303,0.0499,1,-0.58489037,9.112976
3047,series3,series,114.1086,3.0,3.3828,3.8269,1.3612,1.941,0.8701,2.6348,0.1738,1.684,7.2484,0.0893,0.0063,0.1381,0.2963,0.1179,0.0024,0.0604,0.2241,0.0423,2,1.5849625,6.834264
3814,series3_parallel2,series,427.0028,0.2,0.8842,2.1577,1.2878,2.1421,5.583,-2.157,0.176,3.6095,5.1362,0.2491,0.0047,0.1317,0.1399,0.1045,0.0286,0.2063,0.8042,0.3078,3,-2.321928,8.738102
3285,parallel5,parallel,131.0041,0.1667,0.3836,2.9513,2.2967,0.77,0.7048,2.1764,0.0632,1.4049,4.3091,0.2137,0.0815,0.0906,0.7024,0.1235,0.0343,0.1607,0.3742,0.0477,0,-2.584674,7.0334682
1080,parallel5,parallel,250.2164,2.0,0.9472,2.8362,1.4271,4.7765,3.0223,-0.2758,0.1447,3.9651,2.4002,0.2027,0.0225,0.2334,0.5899,0.0449,0.0304,0.1825,0.4427,0.0426,0,1.0,7.9670324
2148,series2x2_parallel1,parallel,274.9675,1.5,4.1416,3.0954,5.2431,1.8919,0.1647,2.8499,0.0351,0.4573,3.809,0.1156,0.0059,0.0646,0.1507,0.0254,0.0035,0.0903,0.0831,0.0192,1,0.5849625,8.103117
3013,series3_parallel2,series,143.0072,0.25,2.9788,1.1236,5.6894,0.8272,0.3299,1.8925,0.0208,1.0136,3.0835,0.1882,0.0027,0.0437,0.2959,0.0836,0.003,0.1145,0.1153,0.1164,3,-2.0,7.159944
2189,series3,series,675.5668,0.125,2.7855,1.0239,2.8277,0.7722,3.835,1.5886,0.0199,1.0581,7.6979,0.1515,0.0026,0.0375,0.1039,0.0443,0.0688,0.1619,0.5296,0.1832,2,-3.0,9.399955
3718,parallel5,parallel,682.0803,0.6667,1.8138,1.8903,2.0047,2.5884,2.9116,-1.15,0.1622,2.7502,0.6331,0.1927,0.0057,0.0693,0.0541,0.0534,0.003,0.1083,0.2486,0.0668,0,-0.58489037,9.413797
4050,series2x2_parallel1,parallel,378.4092,4.0,2.3453,5.3712,4.8781,1.764,0.8775,0.019,0.0992,1.0148,6.9467,0.045,0.0214,0.1193,0.5888,0.0456,0.0203,0.1761,0.7436,0.1697,1,2.0,8.563804
1849,parallel5,parallel,118.9624,0.6667,2.2991,1.3983,4.5072,4.7995,3.1147,0.1339,0.0894,3.606,1.1005,0.0167,0.1081,0.1692,0.811,0.273,0.0333,0.0928,0.5577,0.0509,0,-0.58489037,6.894362
3450,series2x2_parallel1,parallel,531.7943,1.0,1.5566,2.8259,1.0732,1.7463,2.331,-2.4174,0.026,1.1544,3.5266,0.0375,0.0067,0.0886,0.2028,0.0971,0.155,0.2219,0.8982,0.1465,1,0.0,9.054725
2567,series2x2_parallel1,parallel,102.4657,4.0,0.205,1.9455,2.1381,1.8457,0.4891,1.4012,0.0699,3.4146,4.9612,0.1661,0.0231,0.2194,0.5279,0.1456,0.0066,0.1678,0.6168,0.1783,1,2.0,6.678997
2924,series3,series,399.7854,0.25,3.931,0.6619,0.5483,5.9625,2.5701,0.5302,0.0933,0.4665,0.4126,0.2109,0.0029,0.1078,0.2013,0.1467,0.0027,0.0462,0.3111,0.0193,2,-2.0,8.643082
2073,parallel5,parallel,284.0696,0.6667,1.4811,1.1894,4.5393,5.1279,0.286,2.7039,0.157,2.4446,3.6963,0.1186,0.0842,0.1688,0.719,0.1371,0.0078,0.1476,0.6414,0.1588,0,-0.58489037,8.150101
1135,series3_parallel2,series,294.4282,0.6667,5.6313,2.997,1.7267,2.017,0.4186,0.4795,0.0372,3.8139,6.3802,0.1162,0.0019,0.0495,0.0646,0.0234,0.0076,0.0518,0.4321,0.061,3,-0.58489037,8.201772
2711,series3_parallel2,series,166.3638,3.0,1.4644,3.2982,5.3785,0.1587,1.3762,2.3334,0.0227,2.2125,3.0751,0.1056,0.0207,0.077,0.6972,0.1627,0.0039,0.2097,0.3608,0.0282,3,1.5849625,7.3781977
1321,series3,series,379.8726,4.0,2.146,0.1775,0.6032,2.2615,0.7787,-0.6571,0.0607,1.7518,3.3695,0.182,0.0056,0.0502,0.3455,0.0549,0.0021,0.0262,0.1334,0.1581,2,2.0,8.569372
2524,parallel5,parallel,169.2675,0.25,0.4856,0.9274,3.3388,0.4579,1.1368,-0.7469,0.0293,3.8498,0.7416,0.1178,0.0113,0.2109,0.3853,0.1062,0.03,0.2635,0.9444,0.2034,0,-2.0,7.403161
1655,series3_parallel2,series,204.2015,1.0,0.7572,3.9989,0.1787,0.2992,2.5943,1.3191,0.0666,3.3099,5.2935,0.1923,0.0044,0.0515,0.288,0.0519,0.002,0.1217,0.3175,0.127,3,0.0,7.6738496
1140,series3_parallel2,series,99.8302,0.2,1.121,5.8406,0.762,5.4985,0.7416,0.1431,0.0688,3.6258,7.0798,0.1842,0.0024,0.034,0.1767,0.054,0.0074,0.0656,0.0541,0.032,3,-2.321928,6.6414046
3120,parallel5,parallel,375.5446,0.5,2.9236,1.5638,2.4333,2.8298,2.7491,-1.8801,0.0967,3.0335,4.0424,0.195,0.0123,0.083,0.5055,0.1262,0.0034,0.0389,0.0629,0.0249,0,-1.0,8.55284
3359,series2x2_parallel1,parallel,302.4301,0.5,0.8876,2.3465,3.2455,3.3616,3.0588,1.9849,0.0732,3.6183,2.1617,0.2173,0.0122,0.1182,0.6299,0.0476,0.0044,0.3279,0.3271,0.0751,1,-1.0,8.240458
3305,parallel5,parallel,68.689,0.1667,2.6561,1.7256,4.8,0.6583,1.4978,-2.1331,0.131,3.2664,2.9509,0.2384,0.037,0.1442,0.6067,0.1584,0.1029,0.1266,0.529,0.2143,0,-2.584674,6.1020074
2490,parallel5,parallel,162.1314,0.6667,4.7128,1.4561,0.3534,3.6257,1.1556,-0.6411,0.1597,1.0287,6.9192,0.0956,0.0112,0.2208,0.639,0.0472,0.0211,0.0948,0.4629,0.4498,0,-0.58489037,7.3410196
782,series3_parallel2,series,96.2708,0.5,4.0152,0.5843,3.3819,2.2067,1.608,-2.1497,0.13,0.9833,2.2984,0.1176,0.0317,0.1911,0.8674,0.3085,0.1434,0.0646,0.6569,0.0928,3,-1.0,6.5890265
2621,series2x2_parallel1,parallel,495.0521,0.1667,2.6392,1.3672,0.8185,3.2245,4.4298,0.627,0.0473,2.2281,0.2541,0.2478,0.0091,0.0805,0.2149,0.0934,0.0073,0.0415,0.1456,0.143,1,-2.584674,8.951437
1562,series3_parallel2,series,129.0805,4.0,3.8202,1.2172,1.2827,1.2467,2.7134,1.7748,0.0473,0.8349,1.8491,0.1258,0.0035,0.0577,0.1287,0.0208,0.0618,0.1733,0.7682,0.3366,3,2.0,7.0121274
3620,series3_parallel2,series,66.0956,0.3333,0.7977,2.1067,1.3467,0.5981,5.9513,-2.6045,0.1148,3.3072,4.7125,0.031,0.003,0.0489,0.074,0.0751,0.004,0.0595,0.3106,0.0449,3,-1.5851068,6.046482
140,series3,series,126.9421,0.5,1.2537,0.7315,2.7562,2.7334,1.2764,-2.6022,0.1116,0.4736,4.6245,0.2456,0.0697,0.2034,0.8745,0.0911,0.0019,0.0504,0.1295,0.0212,2,-1.0,6.9880266
205,parallel5,parallel,80.5521,0.1667,2.0257,1.9723,2.488,4.6103,3.8107,1.0059,0.0696,3.5574,5.6419,0.0638,0.0064,0.1354,0.1577,0.0924,0.0081,0.1099,0.2008,0.0297,0,-2.584674,6.3318505
925,series3_parallel2,series,874.501,1.5,4.1084,2.3494,1.9806,5.9699,1.2259,-0.3729,0.1633,2.0055,6.2986,0.2237,0.0016,0.0337,0.1275,0.0163,0.0141,0.0514,0.1293,0.1165,3,0.5849625,9.772316
3967,series3,series,94.9722,0.1667,4.237,0.5347,0.5412,2.8992,0.5548,-0.4583,0.1523,1.0687,5.7046,0.1206,0.1036,0.066,0.8077,0.269,0.0309,0.0783,0.7637,0.1192,2,-2.584674,6.569433
1930,parallel5,parallel,281.3615,1.5,2.4211,0.7259,0.9749,3.723,2.3131,-1.5238,0.144,3.1282,3.839,0.0315,0.0102,0.0842,0.2822,0.0643,0.0341,0.2001,0.7798,0.1682,0,0.5849625,8.136281
3670,series3_parallel2,series,755.5858,4.0,0.6967,1.722,1.4423,4.552,1.6647,1.3211,0.0918,1.2026,6.3561,0.1046,0.0074,0.2183,0.4432,0.0441,0.0803,0.2204,0.6332,0.083,3,2.0,9.561452
475,series3,series,171.8805,1.0,3.361,1.1118,3.0091,0.619,2.3194,0.0794,0.0651,2.8131,7.2102,0.1453,0.0027,0.0515,0.1668,0.0202,0.0021,0.085,0.0724,0.0307,2,0.0,7.425262
937,series2x2_parallel1,parallel,369.5926,3.0,1.2435,1.6725,2.3592,2.0455,0.4545,-0.4258,0.0485,3.3851,4.9112,0.0269,0.0049,0.1259,0.3937,0.0965,0.0077,0.1048,0.1051,0.0507,1,1.5849625,8.529792
3333,series3_parallel2,series,205.7076,0.2,1.7008,2.4627,2.055,0.5764,4.0537,1.4087,0.069,3.9349,3.193,0.0835,0.0035,0.0983,0.2762,0.0516,0.0094,0.0813,0.1372,0.0441,3,-2.321928,7.684451
3184,series3,series,221.1893,1.5,0.7645,3.7528,0.2191,0.8345,2.9602,-1.2508,0.1271,3.3326,5.9365,0.0408,0.0262,0.1239,0.4706,0.1486,0.1603,0.2008,0.5241,0.1432,2,0.5849625,7.789138
4070,series2x2_parallel1,parallel,78.5975,1.0,3.4032,1.1361,0.3441,3.3516,1.5332,-2.1705,0.0431,0.7958,5.0604,0.1377,0.006,0.2064,0.348,0.195,0.0049,0.1387,0.4139,0.1112,1,0.0,6.2964115
4000,series2x2_parallel1,parallel,70.3014,0.5,2.0099,4.4269,1.1278,1.9165,0.2863,-2.2421,0.1751,1.667,1.5438,0.2094,0.0258,0.0961,0.5069,0.0926,0.0053,0.1117,0.8397,0.0481,1,-1.0,6.1354814
1491,series3,series,878.6887,1.5,1.0059,5.2098,2.8484,1.3235,3.5669,-1.3028,0.1309,1.2424,2.7643,0.0944,0.0023,0.1522,0.2952,0.0544,0.1779,0.2438,0.7192,0.1407,2,0.5849625,9.779208
3217,series3,series,635.504,0.125,0.5647,3.7238,3.9476,2.8637,5.0539,1.8851,0.1232,1.3807,2.9245,0.0885,0.0028,0.0821,0.1158,0.0337,0.0053,0.113,0.3892,0.1157,2,-3.0,9.311757
